date	LDAw	TOTw	LDAv
20110807	0.0518018018018018	0.0022522522522522522	0.0021298583072913418
20110808	0.20369197052342908	0.22889279459907733	0.3707543719055435
20110809	0.13416982445501613	0.18610392005389248	0.0666941248335233
20110810	0.18975214874548263	0.18398091971586145	0.1865661226014347
20110811	0.099983822468804	0.06907821318229884	0.046254074637039136
20110812	0.10291565292770158	0.14169234478978318	0.05859460880761553
20110813	0.053469464927207416	0.04647381357534506	0.015410492447687996
20110814	0.01502919522721503	0.03483117542523483	0.015418590183248622
20110815	0.20413976942626053	0.29401274199534044	0.11075267004221497
20110816	0.11844129293416382	0.19413466686179126	0.09297656834339348
20110817	0.13105952102242718	0.09693957407724409	0.08026748270856135
20110818	0.19206584782152147	0.1438061470865095	0.050793495362671304
20110819	0.24647207026253992	0.4452348651701863	0.29404296637569277
20110820	0.014814814814814815	0.003703703703703704	0.0038085281455628667
20110821	0.16760122847289918	0.05573629760070438	0.018790628663186412
20110822	0.13262503865018765	0.07520820455441815	0.04200392042072561
20110823	0.1364372936552824	0.3377446767770413	0.14909351804181847
20110824	0.3628395928945064	0.11686129482272176	0.10152947204557211
20110825	0.21855403315986668	0.2662127405541563	0.5742930506805826
20110826	0.5500358927762936	0.6681472467375809	0.7154310790299703
20110827	0.015707597717199547	0.02711101402326311	0.022696708084435715
20110828	0.07894736842105263	0.14114832535885166	0.042373203566988336
20110829	0.1695282016612	0.28870346534884656	0.09744303250714705
20110830	0.16212516249571138	0.5056763388611591	0.13028710081058165
20110831	0.1274542699164931	0.257444960803052	0.08723120935907965
20110901	0.1476528115769978	0.18424347332885135	0.037382370642219324
20110902	0.052460161667187546	0.21245938534572434	0.21638855517303465
20110903	0.1727877856910115	0.012242238048689662	0.006614807055610897
20110904	0.014817542344904644	0.0653584397775464	0.021125823456675533
20110905	0.03324199412440473	0.06261350691522481	0.02083914071614219
20110906	0.21223693788124035	0.12801483650296147	0.06115351557739458
20110907	0.1313886660790903	0.1768026826779918	0.11367313539849196
20110908	0.17659491387006276	0.16602399004276813	0.06867432635873127
20110909	0.10602466874154193	0.16107837916680498	0.09471008433971807
20110910	0.11040481766477082	0.06741385078621612	0.04173206496437028
20110911	0.10472100054975261	0.036014808960967565	0.029243777201675
20110912	0.3310562111576335	0.1492778741754294	0.09430735495070691
20110913	0.26640997483835827	0.1892412245008051	0.14074557763137605
20110914	0.1824083059862481	0.1392270424815544	0.07368867633481244
20110915	0.06479777317456287	0.26293025721811353	0.27643361769908853
20110916	0.17217524580908414	0.09542271451838415	0.04351274888063356
20110917	0.06379276054097056	0.024736475735879077	0.012582353742103564
20110918	0.1706148173348866	0.16287922785000075	0.1641536665789629
20110919	0.23206672873107398	0.108680559000811	0.05877231930877348
20110920	0.3709986219948855	0.1026743120213841	0.0837579734278492
20110921	0.25108497825673687	0.4555440818995904	0.25770649610580765
20110922	0.24830989334357864	0.2767492276999747	0.11686070947388945
20110923	0.11601752478334097	0.3282556749856555	0.3609386797139283
20110924	0.08116444958550222	0.009003277424330056	0.00966103502887038
20110925	0.04479283314669653	0.05543113101903695	0.017599208538389286
20110926	0.24676450365920444	0.47863022579893544	0.2786590102121732
20110927	0.1424237378086797	0.1680133385007453	0.08025449775538042
20110928	0.15280466181264474	0.19870717030190066	0.08670775350917062
20110929	0.15103645153889453	0.43432695521125203	0.26797467482359527
20110930	0.1133278106179299	0.058077150312210654	0.03449081472742849
20111001	0.3332699636740122	0.05451962525623061	0.0633150500087275
20111002	0.022089314194577353	0.013317384370015948	0.010622972287421956
20111003	0.1886106812462914	0.2688693756063603	0.371380959729418
20111004	0.18787488514674855	1.570845407859327	2.341715400755671
20111005	0.6422856797774976	0.37084755360838306	1.6985926698752087
20111006	0.315441012088062	0.3276980926133024	1.9338394721908756
20111007	0.11841014525760148	0.1540851598817848	0.055443205328966495
20111008	0.020964360587002098	0.0041928721174004195	0.001738226283917885
20111009	0.1517771068382859	0.08992178258029204	0.022976395761027703
20111010	0.254341859108754	0.26209047985978884	0.9574616653998378
20111011	0.15237077461660345	0.44988422994405697	0.7624829915285928
20111012	0.22642131408156835	0.4139801423680176	0.4761644601925701
20111013	0.1310229090370539	0.22976797644015928	0.15238564624347514
20111014	0.29230673664753987	0.3375405133668648	0.9653742845104807
20111015	0.07644172715726821	0.15846891413047579	0.4478339974137097
20111016	0.018732804660948375	0.11670577763392134	0.25900303645317024
20111017	0.2748416922350155	0.23312236063744907	0.2256227171097017
20111018	0.4150831913374857	0.6415080359771038	1.7835629377842543
20111019	0.3447099291702432	0.09836601009912391	0.5877775704313718
20111020	0.06524871936218818	0.2425427086457419	0.5344041967673733
20111021	0.3244662145531024	0.2655896915968006	0.21657762581569637
20111022	0.42706307050422826	0.43581686071616854	2.4390326977826033
20111023	0.15907797964178932	0.10098849749039143	0.8957107291144537
20111024	0.17594562466619043	0.31202721017710255	0.7139643305475265
20111025	0.1725441297193279	0.13006830893554408	0.06445244793166123
20111026	0.18678438616378681	0.3894912641417087	1.0525047313008205
20111027	0.1673179606448922	0.3169929424561176	0.6158204406792842
20111028	0.4240344548745834	0.63120411007192	1.0057961744470354
20111029	0.12198766606925884	0.04091932725269857	0.03115004836131288
20111030	0.11552352504327495	0.08130774663693309	0.04878965339516586
20111031	0.22761307791076835	0.1914254114044147	0.11103751329492481
20111101	0.21180164552657563	0.29402630361921156	0.27898291587031326
20111102	0.11987600953896368	0.13392572370239103	0.07918463447134737
20111103	0.24752294472425587	0.22298744817603733	0.027989334204830737
20111104	0.1572195270052821	0.14563191276916349	0.11139886813420129
20111105	0.06206989666095446	0.04804758309665616	0.024784040318592417
20111106	0.11393762183235867	0.10389863547758285	0.06083952531301998
20111107	0.18405474905912977	0.1796969404720242	0.08410053694763461
20111108	0.323276817613083	0.2732184445842974	0.20634851128959683
20111109	0.30812698709535	0.16202483209435437	0.07958092327946824
20111110	0.24720051556155195	0.23133785867066026	0.11617492023539953
20111111	0.1798838248018499	0.10370893693204677	0.05131611127791083
20111112	0.09716440546262511	0.019798027427547014	0.021189858947634116
20111113	0.010101121977693356	0.05434890958831282	0.007863900328289845
20111114	0.2817424483801442	0.1425395941037662	0.06258131119042003
20111115	0.23234604998112546	0.20076373873656458	0.10444428436655259
20111116	0.2702935869332774	0.1798161431770124	0.20587984124713785
20111117	0.16916146706038426	0.14413630904384894	0.05387490515654264
20111118	0.2086435357013061	0.1567941514295009	0.19688327281518703
20111119	0.019610227193774754	0.009327450844160355	0.005865027037277261
20111120	0.11958874458874458	0.040313852813852816	0.010982195633594354
20111121	0.16838723324186863	0.14220460699996723	0.11450728342191749
20111122	0.12740211950355837	0.10922774696347981	0.06575936915488617
20111123	0.14325786657974657	0.1443620999754434	0.05307185105063798
20111124	0.23318057314547233	0.029892682207220522	0.061546953771263985
20111125	0.10909988893912313	0.042096478156228745	0.013569387702358713
20111126	0.025995550611790878	0.0054115684093437155	0.004871781311601585
20111127	0.06130638546715119	0.019289578744462115	0.011722134780663397
20111128	0.11973996838829895	0.15368364302806564	0.09118685467052061
20111129	0.26331888842727785	0.08282117031175446	0.17532022270436504
20111130	0.2610233573089136	0.12359690641223733	0.07829581083696704
20111201	0.12435421118269813	0.07226872133098744	0.05589381802809089
20111202	0.08626645738431418	0.20866156334809793	0.1462326620229426
20111203	0.16720824911086662	0.03561224402766761	0.0454052536651519
20111204	0.08070020767932835	0.03692203624991589	0.1337734973836533
20111205	0.1720677344175175	0.13628744127394066	0.197352552401105
20111206	0.21315408338703748	0.10759899094891265	0.1576318190761155
20111207	0.2707999189424342	0.10295247138759368	0.08573400301944849
20111208	0.22705657081328684	0.13109162635408034	0.17922400514499223
20111209	0.2933711080865091	0.1238412713562228	0.2934218963621893
20111210	0.08800361654242933	0.04093652837945075	0.12050309110963872
20111211	0.021075999671115737	0.012278345712171457	0.010373304256283316
20111212	0.3870545064919342	0.16532840464395573	0.07076681832078609
20111213	0.22755119050047817	0.16641035767720844	0.18505689268792969
20111214	0.14737114950598834	0.10197652296021588	0.2384490798486561
20111215	0.7182200848000311	0.17755047382891184	0.50667886514532
20111216	0.4952216740346459	0.25872750667447764	0.19687456553798643
20111217	0.03887172169960999	0.028791067761020056	0.005321166877650218
20111218	0.015248072457256047	0.01733140579058938	0.04947468730114152
20111219	0.1767447440744859	0.07235555450745962	0.06404742152276922
20111220	0.14335497595611085	0.10485961309596463	0.10784500187950316
20111221	0.13509337036765184	0.10512686007050683	0.09405829925163603
20111222	0.19099115477972847	0.06526351565789759	0.08238950347164381
20111223	0.0871799858273354	0.055924216123906904	0.04523188646662301
20111224	0.0712144869606251	0.03082694896670414	0.011596989199702763
20111225	0.03898448043184885	0.00831646423751687	0.005340293203832664
20111226	0.056618512376267374	0.03621833111929544	0.022864052878743477
20111227	0.14269504111554662	0.03520976887319488	0.034560804777636386
20111228	0.22708063274800422	0.0790191496607838	0.051749117204536524
20111229	0.04751826580346065	0.049399202285824576	0.058770746153558096
20111230	0.1363399291963483	0.061428429824417256	0.0668289786321107
20111231	0.06508356611227585	0.03755595353793431	0.06354897139254342
20120101	0.15242645963882817	0.010577778314397369	0.007837548556973372
20120102	0.11740703395297501	0.057725415517097936	0.05685005393974876
20120103	0.17930126953015513	0.06340127427771625	0.1546711480100499
20120104	0.24809518850218548	0.18616317249161274	0.13922052590383618
20120105	0.18934882479853885	0.06862257827572392	0.07296048035466168
20120106	0.28082125645201206	0.0622518358903522	0.06242866841285943
20120107	0.07373670907229847	0.039164629942971735	0.043912055321042254
20120108	0.02841629968785089	0.019216386200798817	0.006782894707230871
20120109	0.1756012439555218	0.25350201273838013	0.22183109454460184
20120110	0.14489266467282302	0.061031105522396406	0.10074567805430573
20120111	0.16499365596211393	0.1320544278168154	0.06331586284571014
20120112	0.18511878803163276	0.07476239761399027	0.09485166229854111
20120113	0.15507948975914262	0.07780617233051092	0.08439262685316212
20120114	0.045071698917852766	0.010701529932299163	0.007795305974668643
20120115	0.04086894016866006	0.00894172483808338	0.008216327863836321
20120116	0.1653902853356093	0.049730466729941074	0.04847927709916794
20120117	0.21789523470893404	0.08238992978206101	0.09713844122949812
20120118	0.1756683337072602	0.10261192216417148	0.05277729281731207
20120119	0.3507741460071792	0.20592667035027062	0.5938315792844209
20120120	0.13410145429495926	0.07563961258770595	0.039783465793765925
20120121	0.020645645645645645	0.011386386386386387	0.009205669381349191
20120122	0.09925978938255939	0.007799485507139449	0.024713692207685708
20120123	0.17936813327423518	0.0659228391940361	0.07382123110527489
20120124	0.16359022493976244	0.09819526685420951	0.25621864772652225
20120125	0.14335921304444876	0.07017742499961585	0.2119804765733539
20120126	0.3850443516485419	0.08305147004202741	0.38891719782982814
20120127	0.116607681956748	0.05333145222194943	0.03737552301135623
20120128	0.06435625783158203	0.02293634087562261	0.034248788037850204
20120129	0.03557932047556592	0.009323843562859481	0.020396490761721817
20120130	0.11141735433840294	0.05494793163830241	0.03386689217471811
20120131	0.14711002512619203	0.08581578862563347	0.18193195787599523
20120201	0.41411069247503673	0.08915434660491926	0.12977922474574238
20120202	0.30433217204599594	0.05213730331618148	0.31276970960504813
20120203	0.2123489640220478	0.051192806806890805	0.09361951402463181
20120204	0.06598853639326097	0.012910409355306088	0.022526221470407847
20120205	0.039877686564550846	0.015407698987250263	0.04169015508527429
20120206	0.18144322496591275	0.052630166065880016	0.049047841443021024
20120207	0.40458618495416443	0.06074033344991696	0.09957728763743916
20120208	0.23616683880921427	0.08234662485674007	0.195588709858742
20120209	0.19912487229245582	0.06611153999578921	0.08000082589141516
20120210	0.0934228080701745	0.03325079156794724	0.03216652954387061
20120211	0.09334262076880714	0.015680409352535694	0.014632734331657984
20120212	0.036429856354518605	0.010884715273463774	0.011257440648864938
20120213	0.3487627341182368	0.04368110239233847	0.06462596804074201
20120214	0.3893619020837352	0.06308718678689618	0.49980839419585704
20120215	0.37878850102755973	0.0585453366614065	0.0931176442075102
20120216	0.20058685365720072	0.07902116135008094	0.0851407915378296
20120217	0.21741562650013674	0.0744094959540212	0.2343073799058868
20120218	0.03317553934502561	0.009991463603911222	0.013850073590658707
20120219	0.02086939186066532	0.006651382381992334	0.015660196032819894
20120220	0.11334138238720445	0.04253067506333925	0.028979294554604802
20120221	0.17891226455234036	0.05671865121145683	0.1201369510441084
20120222	0.29067718560511696	0.0593698970432398	0.05252498964476579
20120223	0.16182173026667374	0.08421894091582681	0.2756004816363339
20120224	0.07849445329288848	0.06227568471710901	0.05025797768016605
20120225	0.06309494486813176	0.018156366108996323	0.0577199754767521
20120226	0.09424620549175901	0.018741768221788288	0.26953426333945124
20120227	0.30515037270891354	0.21611889604974216	0.2131480786164127
20120228	0.15936673862365341	0.055578597058515734	0.06989148702803927
20120229	0.3043353114908597	0.06522380063547306	0.11504007001456272
20120301	0.1533657560976547	0.0644708931464254	0.05418098776306302
20120302	0.27749068508261177	0.16798876995347498	0.3470223538439605
20120303	0.09936881207599439	0.012857764975628697	0.014184277251077682
20120304	0.08072783505306554	0.020983094164086127	0.018702898315206898
20120305	0.22005099019211094	0.07589800267734646	0.08492130190548154
20120306	0.15306827826139488	0.15850734527728674	0.3621169209443246
20120307	0.13273252434499183	0.14146956063155555	0.3418638947012647
20120308	0.20653442167319291	0.10642840692645163	0.32277019666071627
20120309	0.12537169082550528	0.04672689169616058	0.03726620376890519
20120310	0.09613822277529269	0.016656390019320098	0.021926983772760266
20120311	0.050973404072290354	0.01699113469076345	0.012105835265932695
20120312	0.201938875111297	0.050942034226478534	0.04036448926684087
20120313	0.3379768661929536	0.05506337845266109	0.04537189713492738
20120314	0.19369690655543143	0.08466689753373187	0.11121195053885055
20120315	0.22006725180204972	0.06790138535900059	0.05481078572424552
20120316	0.3120510194591955	0.047107543854424117	0.0778269821687763
20120317	0.05242845556575026	0.02037717351446821	0.011835936510568044
20120318	0.05633061844822883	0.008953275398464597	0.006554462864228413
20120319	0.2920048529501412	0.1858640517266766	0.6482822610555325
20120320	0.13681632955478823	0.05325532346392333	0.06950586793436428
20120321	0.22440793259580788	0.09534543588494752	0.08778484363072432
20120322	0.1302078023895307	0.05436088386896058	0.05715537847011151
20120323	0.18369816952967527	0.04540701143909167	0.03314605852546732
20120324	0.10820407509702573	0.027415158200776744	0.08597537868959092
20120325	0.17797982427961184	0.023137382050849063	0.02124984069148591
20120326	0.1882636067530586	0.05956100405793643	0.08308705392340944
20120327	0.1400783594209239	0.07604520611034685	0.05394044653597678
20120328	0.07803714708409357	0.05015768603761239	0.03815054266358929
20120329	0.22009328405658296	0.0710928073931054	0.27549618926096553
20120330	0.3419027309176197	0.03228594669992827	0.05718037252215949
20120331	0.027785500434399438	0.04083760961554088	0.010223184516929107
20120401	0.12969898790811454	0.0403154156951788	0.034797256555781954
20120402	0.23860166353101733	0.07533290632144951	0.058103896711552715
20120403	0.1979255844527957	0.061193150849858116	0.06511590686894278
20120404	0.24059335253694605	0.1032469194239347	0.1262853471498147
20120405	0.2106561954090056	0.08083419316791605	0.0815831991309534
20120406	0.16977344462327204	0.08152667781141856	0.13010421883069834
20120407	0.007486057486057487	0.004708279708279708	0.0054446010389594965
20120408	0.0181235119599798	0.011668974558279713	0.006227698431784964
20120409	0.1532071932493359	0.07561369419390883	0.05535378484361103
20120410	0.23555938560287093	0.09947483834799077	0.07359104452967744
20120411	0.22689298635217456	0.06596036600621899	0.11110993200769954
20120412	0.10122254587128714	0.08497525613830348	0.05080929561444807
20120413	0.141373484709636	0.05480305823453033	0.070751612020106
20120414	0.07625974471837416	0.021269851395198942	0.016475514640095338
20120415	0.07613895662850963	0.041614219321885845	0.021039154375733185
20120416	0.17956389753434612	0.08584786080634763	0.09697145838735059
20120417	0.17030874811279548	0.12339973382468039	0.29675143949055044
20120418	0.1058317794880992	0.10344577373329436	0.08846372053822378
20120419	0.25250343547147874	0.07751769442542515	0.10399763502431407
20120420	0.13498201379532074	0.05683428452896587	0.055630141560118
20120421	0.03968918966199095	0.05957114771807917	0.029584462465308395
20120422	0.11345994816696572	0.03425929440593326	0.07841305308307388
20120423	0.13620231689720785	0.1270179192073832	0.09428580679086612
20120424	0.2197493854125044	0.3407704168691578	0.39639067910481873
20120425	0.13414523263045677	0.10068868442122163	0.10622691091116945
20120426	0.3536410439774586	0.1995573852856491	0.2343193541578575
20120427	0.16835849272504316	0.24913198788370503	0.13178406252544675
20120428	0.12118587770761684	0.033838090359829494	0.08452653419512333
20120429	0.10608393630514645	0.1941940550593771	0.2537209368743773
20120430	0.1494849390820886	0.05032719137082245	0.0422341020109978
20120501	0.3480823422996037	0.13249310831033498	0.08703595036878087
20120502	0.2781976566390264	0.2779330582698654	0.16869259799407776
20120503	0.16260391516666334	0.11828664818981793	0.09846493321028013
20120504	0.11903716451397367	0.06153657181488179	0.08628512519046805
20120505	0.04652241712648707	0.019568239228912942	0.01568797173177433
20120506	0.04847788140558731	0.03121434480393613	0.032973248456248085
20120507	0.1317346292358396	0.2030734271084088	0.08552838800899
20120508	0.29262714812700047	0.20617325152388327	0.16276288063169403
20120509	0.2192459361351305	0.11478930795337514	0.08456647972322963
20120510	0.18325994738059034	0.1508539931158571	0.07512667771442406
20120511	0.07633071026062235	0.3945723329990864	0.19200535903899707
20120512	0.03927940630996522	0.03449022278106073	0.007797729121195867
20120513	0.04980829114510833	0.041265701705212966	0.016896912919191247
20120514	0.21434858313979524	0.2716904705350896	0.27618417019784886
20120515	0.3729374680544862	0.1657300901175575	0.19372867341741376
20120516	0.18437405677183843	0.17025153505431756	0.045619064607290365
20120517	0.1932646682072142	0.1397251520905197	0.06620323669051578
20120518	0.21818793562324687	0.09957127620818335	0.034333531028430835
20120519	0.09078538797247059	0.050434266009908094	0.03459432835452854
20120520	0.16774043608936978	0.0625985251841664	0.028602733032111277
20120521	0.2677718483066298	0.1925946720243315	0.13429851996104947
20120522	0.43068169395924966	0.16708266224345275	0.08461454404749091
20120523	0.23020673799755323	0.13722290566534043	0.09584240597505639
20120524	0.15934167795458343	0.1789442654672703	0.09503737746587619
20120525	0.2232612336725467	0.2762347186472342	0.2872178640213977
20120526	0.036585365853658534	0.012195121951219513	0.006113850331479413
20120527	0.05728319344778741	0.022800434827097756	0.04979958637541608
20120528	0.10659549972550098	0.13054265266403486	0.10950514267104827
20120529	0.20193901933133893	0.5505054481713548	0.32701362256772526
20120530	0.41740215236832223	0.4476708978502907	0.3931598302817317
20120531	0.21478052742996045	0.4168196103199532	0.07433170860198651
20120601	0.09374805875252354	0.28387397629221495	0.04277972869589406
20120602	0.0260490833668628	0.03034811481903399	0.01205921880128563
20120603	0.039234706739885786	0.026889027727540107	0.012375928546273758
20120604	0.09855476208563352	0.12802192568867216	0.0910950485081374
20120605	0.08163092047086147	0.15715797488151337	0.06154304903668297
20120606	0.17018995226488376	0.07520401641344379	0.04241193072534619
20120607	0.20756132756940449	0.3310681284333602	0.07829533006302476
20120608	0.07975586923436398	0.1567200691212255	0.05746842745036906
20120609	0.042971380471380466	0.1558080808080808	0.023081971997894943
20120610	0.044850910898719315	0.5702688058765694	0.020162311794459736
20120611	0.29284878644384993	0.7853705653793953	0.30501768020235703
20120612	0.20265945477816824	0.4960037635765488	0.13945613970699927
20120613	0.17969539584789065	0.19573613008605587	0.05600815057224258
20120614	0.19543808273529903	0.20987686944004777	0.10294534111143804
20120615	0.12674479920049253	0.14443092650799	0.1072756749745348
20120616	0.2758675838996787	0.2581089574697643	0.07721190499649769
20120617	0.12395801033556773	0.036114038571953486	0.014912569136029527
20120618	0.20045231607327738	0.3934962349175563	0.04761545434147198
20120619	0.1953594067880062	0.205068865421625	0.07467565064924846
20120620	0.25461985884391203	0.27840539350145205	0.14243255264726096
20120621	0.16189464043204776	0.25245391091390007	0.05435155834705199
20120622	0.1470290264799448	0.08612143749320564	0.04337505993788915
20120623	0.18565516078631536	0.08878554857424625	0.07582582054469447
20120624	0.09251323150311856	0.02076671967614335	0.01373251936383188
20120625	0.12020566185850325	0.13961364108698784	0.09380062090462354
20120626	0.17773853559841404	0.21969764638355	0.05466211404233043
20120627	0.268810016129441	0.3615481100641985	0.07198835492043414
20120628	0.1558830516390966	0.41350701195723194	0.17551390216583315
20120629	0.2914862850041567	0.06266163616234705	0.042777281427671184
20120630	0.13603049532479763	0.06355082180415723	0.01888928986087242
20120701	0.1375979039308493	0.027092248931203062	0.02257471001941853
20120702	0.06704367958755442	0.2328076128471315	0.0804649322350937
20120703	0.12466953970186705	0.23212726393813476	0.19800682910288145
20120704	0.13351280882060634	0.08545055947244731	0.04279011323399823
20120705	0.2197048813697863	0.1966758301302955	0.05390240696634371
20120706	0.08431024573394455	0.3283269831131221	0.11135684822435304
20120707	0.03680419814612077	0.0836147435435715	0.011680064428890831
20120708	0.02821900076291899	0.039951614615797534	0.013564514852439539
20120709	0.1253634561370772	0.08738559103273148	0.07592485826480695
20120710	0.22173579312216812	0.1279137827906593	0.09488601615250933
20120711	0.1613508021329537	0.2181435832593875	0.0486161220466337
20120712	0.22239651729666793	0.15149112704165918	0.07841385685713477
20120713	0.07675112593715087	0.07994986898003519	0.06384157890640858
20120714	0.08091443808880538	0.09971258909034623	0.013721190970194988
20120715	0.09330745411112856	0.22726855947322797	0.0181488488129111
20120716	0.1922688006022844	0.2668106776245224	0.23340104638235143
20120717	0.22646072449952143	0.2625077305586296	0.1381806051047164
20120718	0.3434562059004115	0.24168297078910744	0.07860913354374229
20120719	0.24864577424620465	0.40925693567286614	0.10006657287322138
20120720	0.11877913196328424	0.1435842712096075	0.08684975812894047
20120721	0.07878763065749154	0.05108614070225508	0.03775832550153177
20120722	0.1502342124338077	0.07146036282662473	0.024048636991337847
20120723	0.21836365573631566	0.21731833448607657	0.052002214521326424
20120724	0.40695492074217593	1.063320949263855	0.43672979093836906
20120725	0.2967385224791133	0.5362555362578143	0.06422064890289288
20120726	0.24015266310084352	0.24362209520357664	0.08797485462083518
20120727	0.17925157232483133	0.22007571739831858	0.13314399782850211
20120728	0.16794810230803808	0.08553886735186067	0.05376275761558353
20120729	0.12287680326298211	0.008660452766143825	0.005848986499167577
20120730	0.4789385837800539	0.30966927478755707	0.22650549148550714
20120731	0.450638952495611	0.3785082445288661	0.09607849777688798
20120801	0.3122673527679642	0.36457265889873447	0.09349811437904447
20120802	0.16937982645497077	0.23166228329403607	0.18558502380100714
20120803	0.12567667288922788	0.17772520532847513	0.06265053560885922
20120804	0.07894855758699035	0.08899894140086041	0.01821765532985093
20120805	0.1179074292415612	0.07938370897270058	0.05487332639587303
20120806	0.3530167526241172	0.26905957398956576	0.3595075355236379
20120807	0.1710135223405879	0.12129230850936977	0.10884775081130946
